"model","log-likelihood","resid. df","BIC","ABIC","cAIC","likelihood-ratio","Entropy","Class1","Class2","Class3","Class4","Class5"
"model 1",-13200.325594063,587,26987.241602688,26701.4822448749,27077.241602688,17772.251775687,"-","1","-","-","-","-"
"model 2",-12060.8467019326,496,25301.3919042624,24726.6980846604,25482.3919042624,15493.2939914264,"0.945","0.654","0.346","-","-","-"
"model 3",-11604.6124869732,405,24982.0315601785,24118.4032787876,25254.0315601785,14580.8255615074,"0.92","0.298","0.29","0.412","-","-"
"model 4",-11414.075426182,314,25194.0655244311,24041.5027812515,25557.0655244311,14199.7514399251,"0.886","0.281","0.134","0.311","0.273","-"
"model 5",-11252.1547161263,223,25463.3321901547,24021.8349851862,25917.3321901547,13875.9100198136,"0.907","0.248","0.175","0.239","0.252","0.086"
